timestamp,frame,ego_speed,ego_acceleration,ego_jerk,ego_pos_x,ego_pos_y,ego_yaw,lead_speed,lead_acceleration,lead_target_speed,distance_headway,time_headway,relative_speed,ttc,throttle,brake,steer,longitudinal_control,control_mode,gear,lead_behavior_mode
22.8965,693,6.0878,-4.3788,-126.2436,-113.11,382.5,119.83,18.8094,0.0004,20.0,151.89,24.95,-12.7216,999.0,0.1,0.0,0.0,0.1,manual,0,fixed
22.938,694,6.0321,-1.1395,78.0471,-113.26,382.76,119.74,18.8094,-0.0013,20.0,152.61,25.3,-12.7773,999.0,0.15,0.0,0.0,0.15,manual,0,fixed
22.9625,695,5.83,-4.047,-118.7109,-113.41,383.01,119.7,18.8094,-0.003,20.0,153.34,26.3,-12.9794,999.0,0.2,0.0,0.0,0.2,manual,0,fixed
23.0036,696,5.7951,-0.7112,81.2631,-113.55,383.27,119.67,18.8094,-0.0022,20.0,154.07,26.59,-13.0143,999.0,0.25,0.0,0.0,0.25,manual,0,fixed
23.0371,697,5.6128,-3.6466,-87.6168,-113.69,383.51,119.66,18.8094,-0.0005,20.0,154.8,27.58,-13.1966,999.0,0.3,0.0,0.0,0.3,manual,0,fixed
23.0615,698,5.6002,-0.2593,138.5963,-113.83,383.76,119.65,18.8094,0.0014,20.0,155.54,27.77,-13.2092,999.0,0.35,0.0,0.0,0.35,manual,0,fixed
23.1028,699,5.439,-3.2252,-71.7553,-113.97,383.99,119.65,18.8094,-0.0025,20.0,156.29,28.73,-13.3704,999.0,0.4,0.0,0.0,0.4,manual,0,fixed
23.1275,700,5.4517,0.2567,141.0643,-114.1,384.23,119.64,18.8094,-0.0024,20.0,157.03,28.8,-13.3577,999.0,0.45,0.0,0.0,0.45,manual,0,fixed
23.169,701,5.3164,-2.7067,-71.4461,-114.24,384.46,119.64,18.8094,0.0005,20.0,157.78,29.68,-13.493,999.0,0.5,0.0,0.0,0.5,manual,0,fixed
23.1988,702,5.3647,0.9652,123.1721,-114.37,384.7,119.64,18.8094,-0.0013,20.0,158.53,29.55,-13.4447,999.0,0.55,0.0,0.0,0.55,manual,0,fixed
23.2266,703,5.2665,-1.9634,-105.5646,-114.5,384.93,119.64,18.8094,-0.003,20.0,159.29,30.25,-13.5429,999.0,0.6,0.0,0.0,0.6,manual,0,fixed
23.2646,704,5.3613,1.8969,101.4849,-114.63,385.16,119.64,18.8094,-0.0022,20.0,160.04,29.85,-13.4481,999.0,0.65,0.0,0.0,0.65,manual,0,fixed
23.3018,705,5.3134,-0.9593,-76.7073,-114.76,385.39,119.64,18.8094,-0.0002,20.0,160.8,30.26,-13.496,999.0,0.7,0.0,0.0,0.7,manual,0,fixed
23.3265,706,5.4649,3.0299,161.5629,-114.9,385.63,119.64,18.8094,-0.0014,20.0,161.55,29.56,-13.3445,999.0,0.75,0.0,0.0,0.75,manual,0,fixed
23.3648,707,5.4807,0.3166,-70.8505,-115.03,385.86,119.64,18.8094,0.0025,20.0,162.3,29.61,-13.3287,999.0,0.8,0.0,0.0,0.8,manual,0,fixed
23.3926,708,5.6989,4.3641,145.8399,-115.17,386.11,119.64,18.8094,0.0024,20.0,163.05,28.61,-13.1105,999.0,0.85,0.0,0.0,0.85,manual,0,fixed
23.434,709,5.7901,1.823,-61.2688,-115.31,386.36,119.64,18.8094,0.0004,20.0,163.79,28.29,-13.0193,999.0,0.9,0.0,0.0,0.9,manual,0,fixed
23.4586,710,6.0884,5.9665,168.8864,-115.46,386.62,119.65,18.8094,-0.0013,20.0,164.53,27.02,-12.721,999.0,0.95,0.0,0.0,0.95,manual,0,fixed
23.4998,711,6.2848,3.9282,-49.4311,-115.61,386.89,119.65,18.8094,-0.003,20.0,165.26,26.3,-12.5246,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
23.5246,712,6.6296,6.8964,119.8685,-115.77,387.17,119.65,18.8094,-0.0023,20.0,165.99,25.04,-12.1798,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
23.5643,713,6.8661,4.7307,-54.5321,-115.94,387.46,119.66,18.8094,-0.0002,20.0,166.7,24.28,-11.9432,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
23.5986,714,7.2556,7.7887,88.9996,-116.12,387.77,119.67,18.8094,0.0014,20.0,167.41,23.07,-11.5538,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
23.6236,715,7.5162,5.2115,-103.3714,-116.3,388.09,119.68,18.8094,0.0025,20.0,168.11,22.37,-11.2932,999.0,1.0,0.0,0.02,1.0,manual,0,fixed
23.6632,716,7.9193,8.1585,74.4323,-116.49,388.43,119.74,18.8094,-0.0024,20.0,168.8,21.31,-10.8901,999.0,1.0,0.0,0.03,1.0,manual,0,fixed
23.6896,717,8.2002,5.774,-90.192,-116.7,388.78,119.9,18.8094,0.0005,20.0,169.47,20.67,-10.6092,999.0,0.0,0.0,0.05,0.0,manual,0,fixed
23.7309,718,8.5724,7.7803,48.5448,-116.91,389.14,120.21,18.8094,-0.0012,20.0,170.13,19.85,-10.237,999.0,0.0,0.0,0.07,0.0,manual,0,fixed
23.7556,719,8.713,3.9009,-157.6168,-117.14,389.51,120.69,18.8094,-0.003,20.0,170.79,19.6,-10.0963,999.0,0.0,0.0,0.08,0.0,manual,0,fixed
23.797,720,8.8065,3.4348,-11.2501,-117.37,389.88,121.31,18.8094,-0.0023,20.0,171.43,19.47,-10.0029,999.0,0.0,0.0,0.1,0.0,manual,0,fixed
23.8216,721,8.7237,-3.6773,-289.3706,-117.61,390.25,122.08,18.8094,-0.0003,20.0,172.08,19.73,-10.0857,999.0,0.0,0.0,0.12,0.0,manual,0,fixed
23.8545,722,8.677,-4.491,-24.6733,-117.86,390.6,123.02,18.8094,-0.0013,20.0,172.72,19.91,-10.1324,999.0,0.0,0.0,0.13,0.0,manual,0,fixed
23.8948,723,8.5015,-5.2106,-17.8619,-118.11,390.95,124.09,18.8094,-0.0024,20.0,173.35,20.39,-10.3079,999.0,0.0,0.0,0.15,0.0,manual,0,fixed
23.9195,724,8.3996,-5.5245,-12.715,-118.36,391.29,125.31,18.8094,-0.0027,20.0,173.99,20.71,-10.4098,999.0,0.0,0.0,0.17,0.0,manual,0,fixed
23.9588,725,8.1775,-6.6262,-28.0389,-118.62,391.61,126.66,18.8094,0.0006,20.0,174.63,21.35,-10.6319,999.0,0.0,0.0,0.18,0.0,manual,0,fixed
23.9855,726,8.0567,-6.0823,20.3498,-118.88,391.92,128.14,18.8094,-0.0011,20.0,175.26,21.75,-10.7526,999.0,0.0,0.0,0.2,0.0,manual,0,fixed
24.027,727,7.817,-7.0939,-24.4118,-119.14,392.22,129.72,18.8094,-0.0022,20.0,175.9,22.5,-10.9924,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.0515,728,7.7085,-3.4886,147.0151,-119.4,392.5,131.02,18.8094,-0.0037,20.0,176.53,22.9,-11.1009,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.0929,729,7.4805,-5.1003,-38.9105,-119.65,392.78,131.71,18.8094,-0.0008,20.0,177.18,23.69,-11.3289,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.1246,730,7.3838,-2.0718,95.4373,-119.9,393.06,132.06,18.8094,0.001,20.0,177.84,24.08,-11.4256,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.1588,731,7.1545,-4.5858,-73.6512,-120.14,393.33,132.24,18.8094,-0.0022,20.0,178.5,24.95,-11.6549,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.1835,732,7.0657,-1.7797,113.4353,-120.38,393.59,132.33,18.8094,0.0031,20.0,179.17,25.36,-11.7436,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.2243,733,6.8382,-4.554,-68.1097,-120.61,393.85,132.38,18.8094,0.0015,20.0,179.84,26.3,-11.9712,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.2495,734,6.7575,-1.6178,116.2954,-120.84,394.1,132.41,18.8094,-0.0006,20.0,180.52,26.71,-12.0518,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.2908,735,6.5327,-4.4986,-69.7091,-121.07,394.35,132.42,18.8094,-0.0019,20.0,181.21,27.74,-12.2767,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.3242,736,6.4602,-1.4498,91.3224,-121.28,394.59,132.43,18.8094,-0.0028,20.0,181.9,28.16,-12.3491,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.3578,737,6.2384,-4.4374,-88.8212,-121.5,394.82,132.43,18.8094,-0.0026,20.0,182.6,29.27,-12.571,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.3825,738,6.1739,-1.2901,127.5342,-121.71,395.05,132.43,18.8094,-0.0001,20.0,183.3,29.69,-12.6355,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.4155,739,5.9552,-4.3732,-93.4075,-121.91,395.27,132.44,18.8094,0.0015,20.0,184.01,30.9,-12.8541,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.4579,740,5.9189,-0.7263,86.0378,-122.11,395.49,132.44,18.8094,0.0027,20.0,184.72,31.21,-12.8905,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.4825,741,5.8392,-1.5939,-35.2852,-122.31,395.71,132.44,18.8094,-0.0112,20.0,185.44,31.76,-12.9702,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.5236,742,5.9114,1.4437,73.8445,-122.51,395.92,132.44,18.8094,-0.0864,20.0,186.16,31.49,-12.898,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.5485,743,5.1504,-15.2192,-670.1172,-122.69,396.12,132.44,18.8093,-0.2105,20.0,186.89,36.29,-13.6589,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.59,744,4.8408,-6.1922,217.6532,-122.86,396.3,132.44,18.8093,-0.3643,20.0,187.64,38.76,-13.9684,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.6145,745,4.3093,-10.6306,-181.011,-123.01,396.47,132.44,18.8091,-0.5306,20.0,188.41,43.72,-14.4998,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.6556,746,4.0884,-4.4188,151.2317,-123.15,396.62,132.41,18.809,-0.6956,20.0,189.19,46.28,-14.7206,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.6889,747,4.048,-0.8078,108.2131,-123.29,396.77,132.39,18.8087,-0.8531,20.0,189.98,46.93,-14.7607,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.7135,748,3.7828,-5.3038,-183.1385,-123.42,396.92,132.38,18.8084,-0.9967,20.0,190.77,50.43,-15.0255,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.7541,749,3.6871,-1.915,83.4236,-123.54,397.05,132.37,18.808,-1.1252,20.0,191.57,51.96,-15.1209,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.7795,750,3.465,-4.4424,-99.469,-123.66,397.19,132.38,18.8075,-1.2386,20.0,192.37,55.52,-15.3426,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.8195,751,3.4553,-0.1927,106.3002,-123.78,397.31,132.37,18.8071,-1.3378,20.0,193.18,55.91,-15.3517,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.8534,752,3.2258,-4.5901,-129.8208,-123.89,397.44,132.38,18.8066,-1.4257,20.0,193.99,60.14,-15.5808,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.8775,753,3.1924,-0.6693,162.4397,-124.0,397.55,132.38,18.8061,-1.5036,20.0,194.81,61.02,-15.6137,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
24.9178,754,2.995,-3.9481,-81.4402,-124.1,397.67,132.38,18.8055,-1.572,20.0,195.63,65.32,-15.8106,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
