timestamp,frame,ego_speed,ego_acceleration,ego_jerk,ego_pos_x,ego_pos_y,ego_yaw,lead_pos_x,lead_pos_y,lead_yaw,lead_speed,lead_acceleration,lead_target_speed,distance_headway,time_headway,relative_speed,ttc,throttle,brake,steer,longitudinal_control,control_mode,gear,lead_behavior_mode
0.43,13,18.4495,-0.2075,0.0069,-5.89,-83.9,89.78,-5.7,-36.28,89.78,18.589,-0.2708,19.52,43.13,2.34,-0.1395,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.463,14,18.4392,-0.2074,0.0035,-5.89,-82.98,89.78,-5.7,-35.35,89.78,18.5751,-0.2781,19.5,43.14,2.34,-0.136,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.496,15,18.4288,-0.2072,0.0046,-5.88,-82.05,89.78,-5.7,-34.42,89.78,18.5609,-0.2845,19.48,43.14,2.34,-0.1321,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.5369,16,18.4185,-0.2071,0.0037,-5.88,-81.13,89.78,-5.69,-33.5,89.78,18.5464,-0.2903,19.46,43.15,2.34,-0.1279,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.562,17,18.4081,-0.2069,0.0061,-5.88,-80.21,89.78,-5.69,-32.57,89.77,18.5316,-0.2958,19.44,43.16,2.34,-0.1235,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.6015,18,18.3978,-0.2067,0.0048,-5.87,-79.29,89.78,-5.69,-31.64,89.77,18.5166,-0.3,19.42,43.16,2.35,-0.1188,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.628,19,18.3875,-0.2066,0.0058,-5.87,-78.37,89.78,-5.68,-30.72,89.77,18.5014,-0.3041,19.4,43.17,2.35,-0.1139,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.66,20,18.3771,-0.2064,0.0048,-5.87,-77.45,89.78,-5.68,-29.79,89.77,18.486,-0.3078,19.38,43.17,2.35,-0.1089,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.693,21,18.3668,-0.2062,0.0058,-5.86,-76.53,89.78,-5.67,-28.87,89.77,18.4705,-0.3111,19.36,43.18,2.35,-0.1036,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.7259,22,18.3565,-0.206,0.0058,-5.86,-75.62,89.78,-5.67,-27.95,89.78,18.4547,-0.3141,19.34,43.18,2.35,-0.0982,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.8068,23,18.3462,-0.2059,0.0014,-5.86,-74.7,89.78,-5.67,-27.03,89.78,18.4389,-0.3167,19.32,43.19,2.35,-0.0927,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.839,24,18.3359,-0.2058,0.0047,-5.85,-73.78,89.78,-5.66,-26.1,89.78,18.423,-0.3191,19.3,43.19,2.36,-0.087,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.872,25,18.3257,-0.2056,0.0058,-5.85,-72.87,89.78,-5.66,-25.18,89.78,18.4069,-0.3213,19.28,43.2,2.36,-0.0812,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.9133,26,18.3154,-0.2055,0.0028,-5.85,-71.95,89.78,-5.66,-24.26,89.78,18.3907,-0.3232,19.26,43.2,2.36,-0.0753,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.938,27,18.3051,-0.2052,0.0108,-5.84,-71.03,89.78,-5.65,-23.34,89.77,18.3745,-0.3247,19.24,43.2,2.36,-0.0694,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
0.971,28,18.2949,-0.2052,0.0012,-5.84,-70.12,89.78,-5.65,-22.43,89.77,18.3582,-0.3268,19.22,43.21,2.36,-0.0633,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.004,29,18.2846,-0.2049,0.0069,-5.83,-69.21,89.78,-5.65,-21.51,89.77,18.3418,-0.328,19.2,43.21,2.36,-0.0572,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.038,30,18.2744,-0.2048,0.0045,-5.83,-68.29,89.78,-5.64,-20.59,89.77,18.3253,-0.3293,19.18,43.21,2.36,-0.051,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.0812,31,18.2642,-0.2046,0.0035,-5.83,-67.38,89.78,-5.64,-19.68,89.77,18.3088,-0.3303,19.16,43.22,2.37,-0.0447,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.104,32,18.2539,-0.2045,0.0067,-5.82,-66.46,89.78,-5.64,-18.76,89.77,18.2923,-0.3313,19.14,43.22,2.37,-0.0383,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.137,33,18.2437,-0.2043,0.0058,-5.82,-65.55,89.78,-5.63,-17.85,89.78,18.2757,-0.3323,19.12,43.22,2.37,-0.0319,999.0,0.0,0.0,0.0,0.0,manual,0,fixed
1.17,34,18.2335,-0.2042,0.0035,-5.82,-64.64,89.78,-5.63,-16.93,89.78,18.259,-0.333,19.1,43.22,2.37,-0.0255,999.0,0.05,0.0,0.0,0.05,manual,0,fixed
1.203,35,18.2233,-0.204,0.0058,-5.81,-63.73,89.78,-5.62,-16.02,89.78,18.2423,-0.3338,19.08,43.22,2.37,-0.019,999.0,0.1,0.0,0.0,0.1,manual,0,fixed
1.236,36,18.2131,-0.2038,0.0058,-5.81,-62.82,89.78,-5.62,-15.11,89.78,18.2256,-0.3344,19.06,43.22,2.37,-0.0125,999.0,0.15,0.0,0.0,0.15,manual,0,fixed
1.2775,37,18.2029,-0.2036,0.0037,-5.81,-61.91,89.78,-5.62,-14.2,89.78,18.2088,-0.3349,19.04,43.22,2.37,-0.0059,999.0,0.2,0.0,0.0,0.2,manual,0,fixed
1.302,38,18.1928,-0.2035,0.0047,-5.8,-61.0,89.78,-5.61,-13.29,89.78,18.1921,-0.3355,19.02,43.22,2.38,0.0007,999.0,0.25,0.0,0.0,0.25,manual,0,fixed
1.3433,39,18.1826,-0.2034,0.0037,-5.8,-60.09,89.78,-5.61,-12.38,89.78,18.1753,-0.336,19.0,43.22,2.38,0.0073,999.0,0.3,0.0,0.0,0.3,manual,0,fixed
1.368,40,18.1724,-0.2032,0.0077,-5.8,-59.18,89.78,-5.61,-11.47,89.78,18.1584,-0.3364,18.98,43.22,2.38,0.014,999.0,0.35,0.0,0.0,0.35,manual,0,fixed
1.4089,41,18.1623,-0.203,0.0047,-5.79,-58.27,89.78,-5.6,-10.56,89.78,18.1416,-0.3367,18.96,43.22,2.38,0.0207,999.0,0.4,0.0,0.0,0.4,manual,0,fixed
1.434,42,18.1521,-0.2029,0.0046,-5.79,-57.36,89.78,-5.6,-9.66,89.78,18.1248,-0.3371,18.94,43.22,2.38,0.0274,999.0,0.45,0.0,0.0,0.45,manual,0,fixed
1.4728,43,18.142,-0.2027,0.0039,-5.79,-56.46,89.78,-5.6,-8.75,89.78,18.1079,-0.3373,18.92,43.22,2.38,0.0341,999.0,0.5,0.0,0.0,0.5,manual,0,fixed
1.5,44,18.1319,-0.2025,0.007,-5.78,-55.55,89.78,-5.59,-7.85,89.78,18.091,-0.3376,18.9,43.22,2.38,0.0409,999.0,0.55,0.0,0.0,0.55,manual,0,fixed
1.533,45,18.1218,-0.2024,0.0046,-5.78,-54.64,89.78,-5.59,-6.94,89.78,18.0741,-0.3379,18.88,43.21,2.38,0.0476,906.98,0.6,0.0,0.0,0.6,manual,0,fixed
1.5745,46,18.1117,-0.2022,0.0046,-5.77,-53.74,89.78,-5.59,-6.04,89.78,18.0572,-0.3381,18.86,43.21,2.39,0.0544,793.75,0.65,0.0,0.0,0.65,manual,0,fixed
1.599,47,18.1015,-0.2021,0.0047,-5.77,-52.83,89.78,-5.58,-5.14,89.78,18.0403,-0.3383,18.84,43.21,2.39,0.0613,705.43,0.7,0.0,0.0,0.7,manual,0,fixed
1.638,48,18.0915,-0.2019,0.0039,-5.77,-51.93,89.78,-5.58,-4.24,89.78,18.0234,-0.3384,18.82,43.21,2.39,0.0681,634.68,0.75,0.0,0.0,0.75,manual,0,fixed
1.664,49,17.8274,-5.2807,-194.7693,-5.76,-51.03,89.78,-5.57,-3.34,89.78,18.0065,-0.3385,18.8,43.2,2.42,-0.179,999.0,0.8,0.0,0.0,0.8,manual,0,fixed
1.7019,50,16.9754,-17.0396,-310.6169,-5.76,-50.16,89.78,-5.57,-2.44,89.78,17.9895,-0.3387,18.78,43.24,2.55,-1.0141,999.0,0.85,0.0,0.0,0.85,manual,0,fixed
1.73,51,16.2558,-14.3918,94.125,-5.76,-49.34,89.78,-5.57,-1.54,89.78,17.9726,-0.3387,18.76,43.31,2.66,-1.7167,999.0,0.9,0.0,0.0,0.9,manual,0,fixed
1.763,52,15.6265,-12.5865,54.7508,-5.75,-48.54,89.78,-5.56,-0.64,89.78,17.9556,-0.3389,18.74,43.42,2.78,-2.3291,999.0,0.95,0.0,0.0,0.95,manual,0,fixed
1.8044,53,15.1677,-9.1763,82.4669,-5.75,-47.77,89.78,-5.56,0.26,89.78,17.9387,-0.3389,18.72,43.55,2.87,-2.771,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.8375,54,14.6979,-9.3956,-6.6253,-5.75,-47.03,89.78,-5.56,1.16,89.78,17.9217,-0.3389,18.7,43.7,2.97,-3.2238,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.8621,55,14.1885,-10.1886,-32.1713,-5.75,-46.31,89.78,-5.55,2.05,89.78,17.9048,-0.3391,18.68,43.88,3.09,-3.7163,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.9034,56,13.585,-12.0703,-45.5748,-5.74,-45.62,89.78,-5.55,2.95,89.78,17.8878,-0.3391,18.66,44.08,3.24,-4.3029,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.928,57,13.0787,-10.1265,79.0435,-5.74,-44.96,89.78,-5.55,3.84,89.78,17.8711,-0.3355,18.66,44.31,3.39,-4.7924,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.9689,58,13.1463,1.3534,280.9181,-5.74,-44.3,89.78,-5.54,4.73,89.78,17.8544,-0.3326,18.62,44.55,3.39,-4.7081,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
1.9974,59,13.0684,-1.5595,-102.1,-5.74,-43.64,89.78,-5.54,5.62,89.78,17.8379,-0.3313,18.62,44.78,3.43,-4.7695,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.0356,60,13.5493,9.6197,292.7022,-5.73,-42.98,89.78,-5.54,6.52,89.78,17.8214,-0.3301,18.58,45.01,3.32,-4.272,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.0694,61,13.9983,8.9784,-18.947,-5.73,-42.29,89.78,-5.53,7.41,89.78,17.8047,-0.3336,18.56,45.21,3.23,-3.8064,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.1023,62,14.3956,7.9473,-31.3562,-5.73,-41.57,89.78,-5.53,8.3,89.78,17.7879,-0.336,18.54,45.38,3.15,-3.3923,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.127,63,14.7565,7.2179,-29.5555,-5.72,-40.84,89.78,-5.53,9.19,89.78,17.771,-0.3378,18.52,45.54,3.09,-3.0145,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.1648,64,15.0916,6.701,-13.6576,-5.72,-40.09,89.78,-5.52,10.07,89.78,17.754,-0.3391,18.5,45.68,3.03,-2.6625,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.2013,65,15.408,6.3289,-10.1934,-5.72,-39.33,89.78,-5.52,10.96,89.78,17.7371,-0.3399,18.48,45.8,2.97,-2.329,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.2344,66,15.7107,6.0536,-8.3157,-5.72,-38.55,89.78,-5.52,11.85,89.78,17.7202,-0.3369,18.48,45.91,2.92,-2.0095,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.2672,67,16.0028,5.8427,-6.4387,-5.71,-37.76,89.78,-5.51,12.73,89.78,17.7035,-0.3343,18.44,46.0,2.87,-1.7007,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.3005,68,16.08,1.5429,-129.3147,-5.71,-36.95,89.78,-5.51,13.62,89.77,17.6866,-0.3371,18.42,46.08,2.87,-1.6067,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.3334,69,16.0863,0.126,-43.0067,-5.71,-36.15,89.78,-5.5,14.5,89.77,17.6697,-0.3394,18.4,46.16,2.87,-1.5835,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.3616,70,16.317,4.6139,159.2095,-5.7,-35.34,89.78,-5.5,15.38,89.77,17.6527,-0.3411,18.38,46.24,2.83,-1.3358,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.3981,71,16.8099,9.8592,143.4909,-5.7,-34.51,89.78,-5.5,16.27,89.76,17.6359,-0.3386,18.38,46.29,2.75,-0.826,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.4325,72,17.218,8.1609,-49.3895,-5.7,-33.66,89.78,-5.49,17.15,89.75,17.6192,-0.3362,18.34,46.32,2.69,-0.4012,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.457,73,17.5676,6.9934,-47.6295,-5.69,-32.78,89.78,-5.49,18.03,89.75,17.6023,-0.3386,18.32,46.33,2.64,-0.0347,999.0,1.0,0.0,0.0,1.0,manual,0,fixed
2.49,74,17.8777,6.2012,-23.9988,-5.69,-31.9,89.78,-5.49,18.91,89.74,17.5854,-0.3401,18.3,46.32,2.59,0.2923,158.44,1.0,0.0,0.0,1.0,manual,0,fixed
2.5231,75,18.1611,5.6683,-16.1455,-5.69,-30.99,89.78,-5.48,19.79,89.74,17.5684,-0.3409,18.28,46.29,2.55,0.5927,78.1,1.0,0.0,0.0,1.0,manual,0,fixed
2.5644,76,18.4267,5.3109,-8.6522,-5.68,-30.08,89.78,-5.48,20.66,89.73,17.5513,-0.3415,18.26,46.26,2.51,0.8753,52.84,1.0,0.0,0.0,1.0,manual,0,fixed
2.5891,77,18.6802,5.0716,-9.6607,-5.68,-29.15,89.78,-5.47,21.54,89.73,17.5344,-0.3382,18.26,46.2,2.47,1.1458,40.32,1.0,0.0,0.0,1.0,manual,0,fixed
2.6303,78,18.8527,3.45,-39.3391,-5.68,-28.21,89.78,-5.47,22.42,89.73,17.5177,-0.3354,18.22,46.14,2.45,1.335,34.56,1.0,0.0,0.0,1.0,manual,0,fixed
2.6603,79,18.8507,-0.0412,-116.5395,-5.67,-27.27,89.78,-5.47,23.29,89.72,17.5008,-0.3378,18.2,46.07,2.44,1.3499,34.13,1.0,0.0,0.0,1.0,manual,0,fixed
2.6942,80,18.8394,-0.2263,-5.4583,-5.67,-26.32,89.78,-5.46,24.17,89.72,17.4839,-0.3393,18.18,46.0,2.44,1.3555,33.94,1.0,0.0,0.0,1.0,manual,0,fixed
2.7284,81,19.1816,6.8484,207.2434,-5.66,-25.37,89.77,-5.46,25.04,89.72,17.4669,-0.3403,18.16,45.93,2.39,1.7147,26.78,1.0,0.0,0.0,1.0,manual,0,fixed
2.7531,82,19.4534,5.4383,-57.1096,-5.66,-24.4,89.76,-5.45,25.91,89.72,17.4498,-0.3411,18.14,45.83,2.36,2.0036,22.87,1.0,0.0,0.0,1.0,manual,0,fixed
2.7896,83,19.6888,4.7085,-19.9487,-5.66,-23.42,89.75,-5.45,26.79,89.72,17.4328,-0.3414,18.12,45.72,2.32,2.2561,20.27,1.0,0.0,0.0,1.0,manual,0,fixed
2.8275,84,19.9004,4.2313,-12.622,-5.65,-22.43,89.75,-5.44,27.66,89.72,17.4159,-0.338,18.12,45.6,2.29,2.4845,18.35,1.0,0.0,0.0,1.0,manual,0,fixed
2.8521,85,20.0965,3.9219,-12.5598,-5.65,-21.43,89.75,-5.44,28.53,89.72,17.3991,-0.3351,18.08,45.47,2.26,2.6974,16.86,1.0,0.0,0.0,1.0,manual,0,fixed
2.8933,86,20.2826,3.7216,-4.8537,-5.64,-20.42,89.75,-5.44,29.4,89.72,17.3822,-0.3374,18.06,45.33,2.23,2.9003,15.63,1.0,0.0,0.0,1.0,manual,0,fixed
2.9181,87,20.4621,3.5912,-5.2723,-5.64,-19.4,89.74,-5.43,30.26,89.71,17.3653,-0.3389,18.04,45.18,2.21,3.0968,14.59,1.0,0.0,0.0,1.0,manual,0,fixed
2.959,88,20.6374,3.506,-2.08,-5.63,-18.37,89.74,-5.43,31.13,89.71,17.3483,-0.3399,18.02,45.02,2.18,3.2891,13.69,1.0,0.0,0.0,1.0,manual,0,fixed
2.9841,89,20.8099,3.4498,-2.2431,-5.63,-17.34,89.74,-5.42,32.0,89.71,17.3313,-0.3406,18.0,44.85,2.16,3.4786,12.89,1.0,0.0,0.0,1.0,manual,0,fixed
3.0255,90,20.9805,3.4125,-0.9005,-5.62,-16.29,89.74,-5.42,32.87,89.71,17.3144,-0.3373,18.0,44.67,2.13,3.6661,12.18,1.0,0.0,0.0,1.0,manual,0,fixed
3.0594,91,21.1499,3.3872,-0.7452,-5.62,-15.24,89.74,-5.41,33.73,89.71,17.298,-0.3274,18.0,44.48,2.1,3.8519,11.55,1.0,0.0,0.0,1.0,manual,0,fixed
3.0841,92,21.3184,3.3698,-0.7057,-5.62,-14.17,89.74,-5.41,34.6,89.71,17.2824,-0.3133,18.0,44.28,2.08,4.036,10.97,1.0,0.0,0.0,1.0,manual,0,fixed
3.1247,93,21.4863,3.3574,-0.3052,-5.61,-13.1,89.74,-5.41,35.46,89.71,17.2676,-0.2965,18.0,44.08,2.05,4.2187,10.45,1.0,0.0,0.0,1.0,manual,0,fixed
3.1501,94,21.6537,3.3482,-0.3628,-5.61,-12.02,89.74,-5.4,36.32,89.71,17.2536,-0.2783,18.0,43.86,2.03,4.4,9.97,1.0,0.0,0.0,1.0,manual,0,fixed
3.1907,95,21.6692,0.3111,-74.668,-5.6,-10.94,89.74,-5.4,37.18,89.71,17.2407,-0.2596,18.0,43.64,2.01,4.4286,9.85,1.0,0.0,0.0,1.0,manual,0,fixed
3.2242,96,21.656,-0.2644,-17.1836,-5.6,-9.86,89.74,-5.39,38.05,89.71,17.2286,-0.2409,18.0,43.42,2.0,4.4274,9.81,1.0,0.0,0.0,1.0,manual,0,fixed
3.2573,97,21.7772,2.4237,81.1929,-5.59,-8.77,89.74,-5.39,38.91,89.71,17.2175,-0.2227,18.0,43.19,1.98,4.5597,9.47,1.0,0.0,0.0,1.0,manual,0,fixed
3.2821,98,21.9553,3.5628,45.9676,-5.59,-7.68,89.74,-5.38,39.77,89.71,17.2072,-0.2052,18.0,42.96,1.96,4.7481,9.05,1.0,0.0,0.0,1.0,manual,0,fixed
3.3178,99,22.1167,3.2265,-9.4294,-5.58,-6.57,89.74,-5.38,40.63,89.71,17.1978,-0.1885,18.0,42.72,1.93,4.9189,8.68,1.0,0.0,0.0,1.0,manual,0,fixed
3.353,100,22.2672,3.0109,-6.1182,-5.58,-5.46,89.74,-5.38,41.49,89.71,17.1892,-0.1729,18.0,42.47,1.91,5.0781,8.36,1.0,0.0,0.0,1.0,manual,0,fixed
3.3895,101,22.4108,2.8726,-3.7898,-5.57,-4.35,89.74,-5.37,42.35,89.71,17.1812,-0.1584,18.0,42.21,1.88,5.2296,8.07,1.0,0.0,0.0,1.0,manual,0,fixed
3.4225,102,22.55,2.7834,-2.7054,-5.57,-3.22,89.74,-5.37,43.2,89.71,17.174,-0.1448,18.0,41.94,1.86,5.376,7.8,1.0,0.0,0.0,1.0,manual,0,fixed
3.4553,103,22.6863,2.7257,-1.7585,-5.56,-2.09,89.74,-5.36,44.06,89.71,17.1674,-0.1322,18.0,41.67,1.84,5.5189,7.55,1.0,0.0,0.0,1.0,manual,0,fixed
3.4885,104,22.8207,2.688,-1.1373,-5.56,-0.95,89.74,-5.36,44.92,89.71,17.1614,-0.1207,18.0,41.39,1.81,5.6593,7.31,1.0,0.0,0.0,1.0,manual,0,fixed
3.522,105,22.9538,2.6629,-0.7486,-5.55,0.19,89.74,-5.35,45.78,89.71,17.1558,-0.1101,18.0,41.1,1.79,5.798,7.09,1.0,0.0,0.0,1.0,manual,0,fixed
3.551,106,23.0861,2.646,-0.5818,-5.55,1.34,89.74,-5.35,46.64,89.71,17.1508,-0.1004,18.0,40.81,1.77,5.9353,6.88,1.0,0.0,0.0,1.0,manual,0,fixed
3.5872,107,23.2179,2.6343,-0.3225,-5.54,2.5,89.74,-5.35,47.49,89.71,17.1463,-0.0913,18.0,40.51,1.74,6.0716,6.67,1.0,0.0,0.0,1.0,manual,0,fixed
3.6169,108,23.3492,2.626,-0.2817,-5.54,3.67,89.74,-5.34,48.35,89.71,17.1421,-0.0832,18.0,40.2,1.72,6.207,6.48,1.0,0.0,0.0,1.0,manual,0,fixed
3.6441,109,23.4801,2.6196,-0.2336,-5.53,4.84,89.74,-5.34,49.21,89.71,17.1383,-0.0757,18.0,39.88,1.7,6.3418,6.29,1.0,0.0,0.0,1.0,manual,0,fixed
3.6853,110,23.6109,2.6147,-0.1195,-5.52,6.02,89.74,-5.33,50.07,89.71,17.1349,-0.0689,18.0,39.56,1.68,6.476,6.11,1.0,0.0,0.0,1.0,manual,0,fixed
3.7183,111,23.7414,2.6105,-0.1273,-5.52,7.2,89.74,-5.33,50.92,89.71,17.1317,-0.0627,18.0,39.23,1.65,6.6097,5.94,1.0,0.0,0.0,1.0,manual,0,fixed
3.7539,112,23.8717,2.607,-0.0976,-5.51,8.39,89.74,-5.32,51.78,89.71,17.1289,-0.0571,18.0,38.9,1.63,6.7429,5.77,1.0,0.0,0.0,1.0,manual,0,fixed
3.776,113,24.0019,2.6038,-0.1462,-5.51,9.59,89.74,-5.32,52.63,89.71,17.1263,-0.0519,18.0,38.56,1.61,6.8756,5.61,1.0,0.0,0.0,1.0,manual,0,fixed
3.8091,114,24.132,2.6007,-0.0925,-5.5,10.79,89.74,-5.31,53.49,89.71,17.1239,-0.0472,18.0,38.21,1.58,7.008,5.45,1.0,0.0,0.0,1.0,manual,0,fixed
3.8454,115,24.2619,2.5978,-0.0798,-5.5,12.0,89.74,-5.31,54.35,89.71,17.1218,-0.043,18.0,37.86,1.56,7.1401,5.3,1.0,0.0,0.0,1.0,manual,0,fixed
3.8834,116,24.3916,2.5951,-0.0722,-5.49,13.22,89.74,-5.31,55.2,89.71,17.1198,-0.0389,18.0,37.5,1.54,7.2718,5.16,1.0,0.0,0.0,1.0,manual,0,fixed
3.9081,117,24.5212,2.5924,-0.1083,-5.49,14.44,89.74,-5.3,56.06,89.71,17.1181,-0.0354,18.0,37.13,1.51,7.4032,5.02,1.0,0.0,0.0,1.0,manual,0,fixed
3.9487,118,24.6507,2.5897,-0.0657,-5.48,15.67,89.74,-5.3,56.92,89.71,17.1165,-0.0322,18.0,36.75,1.49,7.5343,4.88,1.0,0.0,0.0,1.0,manual,0,fixed
3.9825,119,24.7801,2.5869,-0.0835,-5.48,16.91,89.74,-5.29,57.77,89.71,17.115,-0.0293,18.0,36.37,1.47,7.6651,4.75,1.0,0.0,0.0,1.0,manual,0,fixed
4.0073,120,24.9093,2.5843,-0.1048,-5.47,18.15,89.74,-5.29,58.63,89.71,17.1137,-0.0266,18.0,35.99,1.44,7.7956,4.62,1.0,0.0,0.0,1.0,manual,0,fixed
4.0512,121,25.0384,2.5817,-0.06,-5.46,19.4,89.74,-5.28,59.48,89.71,17.1124,-0.0242,18.0,35.59,1.42,7.9259,4.49,1.0,0.0,0.0,1.0,manual,0,fixed
4.074,122,25.1673,2.579,-0.1169,-5.46,20.66,89.74,-5.28,60.34,89.71,17.1113,-0.022,18.0,35.19,1.4,8.056,4.37,1.0,0.0,0.0,1.0,manual,0,fixed
4.1133,123,25.2961,2.5763,-0.0699,-5.45,21.92,89.74,-5.28,61.19,89.71,17.1103,-0.02,18.0,34.79,1.38,8.1858,4.25,1.0,0.0,0.0,1.0,manual,0,fixed
4.1485,124,25.4248,2.5736,-0.0748,-5.45,23.19,89.74,-5.27,62.05,89.71,17.1094,-0.0182,18.0,34.37,1.35,8.3154,4.13,1.0,0.0,0.0,1.0,manual,0,fixed
4.1731,125,25.5534,2.571,-0.1071,-5.44,24.47,89.74,-5.27,62.9,89.71,17.1086,-0.0165,18.0,33.95,1.33,8.4448,4.02,1.0,0.0,0.0,1.0,manual,0,fixed
4.2145,126,25.6818,2.5683,-0.0655,-5.44,25.75,89.74,-5.26,63.76,89.71,17.1079,-0.015,18.0,33.53,1.31,8.5739,3.91,1.0,0.0,0.0,1.0,manual,0,fixed
4.2471,127,25.8101,2.5656,-0.0818,-5.43,27.03,89.74,-5.26,64.61,89.71,17.1072,-0.0137,18.0,33.09,1.28,8.7029,3.8,1.0,0.0,0.0,1.0,manual,0,fixed
